predicates,submission_number
K924394,K961929
K893524,K961929
K924396,K961929
K893533,K961929
K893523,K961929
K893525,K961929
K900133,K961929
K893536,K961929
K926424,K961942
K813614,K961968
K910304,K961968
K813610,K961968
K812810,K961974
K953876,K961974
K904573,K961974
K924126,K961974
K943952,K961975
K950294,K962000
K954355,K962010
K891615,K962014
K962063,K962083
K910422,K962109
K950019,K962109
K931907,K962113
K894270,K962113
K955077,K962113
K792141,K962129
K873168,K962129
K933018,K962138
K932404,K962139
K902377,K962141
K945773,K962142
K945072,K962142
K901321,K962149
K930080,K962157
K896514,K962158
K880614,K962173
K821993,K962173
K811447,K962173
K792222,K962173
K810106,K962173
K865061,K962173
K812302,K962173
K945513,K962173
K843729,K962173
K811033,K962173
K991143,K962176
K923755,K962178
K931650,K962178
K941334,K962178
K915054,K962179
K936159,K962190
K924800,K962195
K924799,K962195
K860941,K962220
K881231,K962220
K903138,K962220
K862923,K962223
K903138,K962223
K934140,K962223
K850647,K962223
K864173,K962223
K952548,K962230
K924018,K962233
K924138,K962233
K950595,K962233
K952272,K962233
K940085,K962239
K950278,K962246
K926597,K962246
K944079,K962246
K921883,K962246
K924800,K962252
K924799,K962252
K880314,K962256
K935277,K962256
K770378,K962256
K854929,K962296
K910642,K962269
K830206,K962269
K834464,K962269
K962273,K962271
K952054,K962291
K922744,K962305
K850039,K962314
K941553,K962317
K842677,K962323
K952621,K962334
K922745,K962768
K940496,K962370
K902379,K962379
K902158,K962394
K944225,K962394
K915733,K962394
K891615,K962394
K952054,K962404
K830749,K962426
K954997,K962426
K791810,K962433
K892514,K962446
K955612,K962446
K961279,K962446
K905435,K962447
K962157,K962447
K930080,K962447
K931428,K962455
K924723,K962455
K931428,K962457
K924723,K962457
K880088,K962458
K955051,K962474
K913177,K962475
K812355,K962475
K910238,K962475
K952300,K962483
K953434,K962483
K954076,K962483
K953433,K962483
K952463,K962483
K762983,K962483
K852954,K962497
K930892,K962511
K915089,K962511
K830757,K962537
K915196,K962537
K943192,K962572
K961015,K962572
K950216,K962572
K960563,K962572
K950266,K962572
K960657,K962572
K941895,K962572
K950113,K962572
K945129,K962572
K941966,K962583
K162087,K962587
K903062,K962610
K874590,K962610
K904709,K962610
K944225,K962610
K902434,K962610
K953522,K962611
K823815,K962626
K941473,K962641
K872107,K962641
K932252,K962641
K922799,K962641
K905434,K962647
K941393,K962647
K931439,K962648
K890606,K962648
K920590,K962648
K921750,K962662
K915646,K962663
K922799,K962667
K901565,K962668
K861417,K962675
K952508,K962683
K920986,K962683
K933960,K962689
K932840,K962695
K955407,K962695
K942024,K962695
K953467,K962696
K893766,K962696
K813186,K962696
K896515,K962700
K951832,K962700
K951878,K962702
K944418,K962702
K902856,K962726
K954626,K962734
K915470,K962738
K922080,K962738
K951144,K962738
K924498,K962738
K932733,K962746
K945616,K962746
K810675,K962746
K911794,K962746
K901215,K962764
K953750,K962765
K941269,K962765
K952067,K962765
K901214,K962777
K871302,K962781
K912703,K962791
K932376,K962791
K920106,K962791
K952489,K962791
K933322,K962791
K930892,K962793
K915089,K962793
K935346,K962795
K864500,K962803
K840932,K962811
K905788,K962811
K861188,K962816
K936261,K962849
K924453,K962857
K813564,K962857
K954387,K962869
K951125,K962871
K870027,K962879
K945773,K962882
K924204,K962882
K915622,K962892
K953391,K962892
K914048,K962893
K924064,K962893
K934918,K962897
K951574,K962897
K850020,K962897
K925406,K962899
K951598,K962905
K914735,K962928
K813459,K962928
K842616,K962928
K893232,K962928
K942781,K962930
K895208,K962930
K844940,K962930
K952516,K962931
K953760,K962932
K935997,K962932
K925576,K962942
K922352,K962942
K915437,K962942
K925641,K962948
K854244,K962948
K954834,K962948
K874160,K962948
K792083,K962948
K935747,K962948
K942104,K962948
K962452,K962952
K960285,K962956
K864561,K962956
K883847,K962956
K945475,K962967
K921418,K962969
K914874,K962969
K871390,K962969
K920627,K962970
K942058,K962970
K933143,K962970
K920626,K962970
K942070,K962972
K922055,K962972
K953014,K962976
K885093,K962988
K932030,K962988
K960261,K962989
K945835,K963004
K902345,K963004
K830708,K963004
K894177,K963012
K920737,K963012
K920073,K963012
K940489,K963014
K894703,K963014
K912144,K963014
K944353,K963014
K940489,K963016
K894703,K963016
K912144,K963016
K944353,K963016
K802592,K963018
K953077,K963018
K942451,K963018
K926514,K963023
K923277,K963028
K933539,K963028
K820944,K963030
K963740,K963030
K912932,K963030
K901057,K963035
K913459,K963036
K942328,K963048
K832006,K963056
K934918,K963056
K934920,K963056
K882233,K963062
K942328,K963062
K862867,K963065
K963069,K963065
K862164,K963068
K860204,K963071
K912944,K963071
K943939,K963079
K911656,K963098
K801043,K963098
K905768,K963098
K881252,K963098
K884844,K963098
K830671,K963098
K854301,K963098
K945940,K963111
K954108,K963115
K961747,K963123
K962321,K963123
K943450,K963123
K903402,K963125
K931783,K963126
K960655,K963126
K932957,K963162
K953801,K963162
K953760,K963171
K914863,K963171
K955035,K963180
K950103,K963184
K950076,K963184
K955120,K963184
K910997,K963187
K892222,K963187
K881416,K963202
K832714,K963202
K895635,K963202
K163203,K963203
K924492,K963206
K953760,K963214
K881897,K963214
K961168,K963221
K910081,K963222
K930530,K963222
K891773,K963222
K944158,K963224
K920642,K963228
K910944,K963228
K912565,K963228
K834343,K963228
K902345,K963228
K851303,K963236
K911366,K963236
K932070,K963242
K915512,K963242
K920034,K963242
K954138,K963242
K904208,K963242
K910235,K963242
K931746,K963245
K950019,K963249
K871046,K963256
K811452,K963256
K940663,K963258
K896353,K963258
K852842,K963258
K802809,K963258
K940412,K963258
K935661,K963262
K940534,K963262
K934396,K963262
K911667,K963262
K911642,K963262
K940849,K963262
K920159,K963262
K924154,K963262
K931022,K963262
K931008,K963262
K950837,K963262
K963226,K963263
K922744,K963263
K922745,K963263
K913060,K963266
K934457,K963266
K915787,K963266
K952684,K963273
K930428,K963273
K912753,K963273
K935273,K963273
K951531,K963285
K863642,K963285
K923487,K963285
K885255,K963285
K890307,K963287
K960825,K963288
K960448,K963288
K904436,K963288
K960439,K963288
K953764,K963288
K951472,K963288
K951595,K963292
K850281,K963292
K933125,K963292
K950707,K963292
K942328,K963292
K902154,K963292
K954992,K963292
K942706,K963292
K920677,K963293
K914207,K963293
K860085,K963293
K843146,K963293
K915891,K963296
K915891,K963297
K910858,K963304
K944598,K963304
K771200,K963304
K944593,K963304
K830206,K963306
K951256,K963307
K861036,K963307
K960705,K963307
K851522,K963307
K920824,K963320
K902152,K963320
K920891,K963320
K871297,K963320
K935198,K963320
K871850,K963320
K871882,K963320
K864058,K963320
K921200,K963320
K850677,K963320
K914531,K963320
K770977,K963320
K924607,K963320
K941229,K963320
K860258,K963320
K935170,K963320
K901224,K963320
K914138,K963320
K841926,K963320
K924438,K963320
K901899,K963320
K946322,K963330
K940515,K963332
K960521,K963339
K853620,K963339
K951812,K963339
K946304,K963339
K955621,K963339
K912029,K963339
K940636,K963340
K915497,K963340
K955131,K963340
K940607,K963340
K922577,K963340
K952636,K963340
K922935,K963340
K921690,K963344
K951809,K963344
K961591,K963344
K913770,K963345
K945778,K963356
K892126,K963369
K953954,K963369
K926384,K963369
K944051,K963369
K945213,K963373
K763373,K963373
K891022,K963388
K913428,K963389
K903883,K963389
K922164,K963395
K960524,K963398
K890936,K963398
K922266,K963398
K850441,K963398
K926232,K963398
K935295,K963398
K884500,K963398
K954554,K963398
K902730,K963400
K955642,K963400
K945947,K963400
K911598,K963400
K905575,K963400
K953351,K963415
K862113,K963415
K823815,K963421
K823815,K963430
K941851,K963446
K940237,K963451
K930351,K963481
K882484,K963481
K894861,K963484
K930022,K963484
K952291,K963497
K930144,K963548
K821481,K963550
K851134,K963570
K833171,K963570
K870028,K963577
K963550,K963580
K955942,K963585
K955840,K963585
K881731,K963585
K910870,K963597
K960825,K963812
K960448,K963812
K904436,K963812
K951233,K963812
K960439,K963812
K953764,K963812
K951472,K963812
K925965,K963610
K955092,K963610
K931386,K963611
K965173,K963612
K912426,K963612
K903362,K963612
K921384,K963612
K951114,K963612
K951115,K963612
K885297,K963613
K951595,K963627
K954992,K963627
K961824,K963627
K924488,K963627
K912649,K963627
K912648,K963627
K912647,K963627
K913038,K963633
K903702,K963633
K942147,K963633
K913033,K963633
K942211,K963633
K935846,K963633
K951370,K963633
K951657,K963639
K944737,K963639
K951116,K963639
K890495,K963662
K922488,K963662
K822243,K963663
K911869,K963663
K952234,K963664
K900093,K963664
K904226,K963673
K922991,K963673
K923977,K963674
K952610,K963674
K944195,K963676
K896951,K963676
K962295,K963676
K945887,K963676
K952064,K963688
K944016,K963688
K954313,K963688
K950090,K963695
K953259,K963697
K942066,K963702
K950156,K963702
K935997,K963702
K933743,K963705
K935923,K963706
K915699,K963707
K921957,K963711
K900267,K963727
K904690,K963731
K873745,K963731
K811447,K963732
K810106,K963732
K913857,K963735
K925027,K963735
K913966,K963735
K911061,K963735
K900510,K963735
K790833,K963735
K913965,K963735
K833757,K963735
K902836,K963735
K940379,K963736
K904255,K963738
K963698,K963738
K935448,K963739
K913355,K963739
K862482,K963739
K961485,K963739
K761228,K963739
K854886,K963739
K882454,K963739
K935448,K963741
K913355,K963741
K862482,K963741
K961485,K963741
K761228,K963741
K854886,K963741
K882454,K963741
K951828,K963745
K935095,K963745
K953543,K963745
K943788,K963745
K962523,K964687
K911884,K963749
K860269,K963750
K950496,K963750
K941750,K963750
K933184,K963761
K883825,K963761
K905540,K963761
K953930,K963761
K911856,K963761
K954572,K963761
K954207,K963761
K936047,K963761
K880681,K963761
K954726,K963765
K934094,K963765
K880849,K963766
K882690,K963766
K940379,K963766
K863287,K963766
K921690,K963795
K932843,K963795
K950809,K963795
K961591,K963795
K910500,K963796
K932070,K963796
K920034,K963796
K955793,K963800
K935069,K963800
K945677,K963800
K890827,K963800
K801848,K963800
K944659,K963805
K941322,K963807
K940051,K963808
K900330,K963808
K932694,K963809
K871390,K963825
K940667,K963838
K905689,K963840
K961358,K963865
K942299,K963826
K963996,K963826
K801109,K963841
K902344,K963841
K930682,K963841
K801834,K963847
K911656,K963850
K801043,K963850
K905768,K963850
K881252,K963850
K884844,K963850
K830671,K963850
K854301,K963850
K930279,K963860
K923522,K963860
K811452,K963860
K901670,K963860
K912630,K963860
K771603,K963868
K962506,K963872
K954648,K963872
K890766,K963886
K895214,K963886
K913485,K963896
K944013,K963896
K944957,K963898
K850622,K963898
K901505,K963901
K771629,K963906
K760618,K963906
K780232,K963906
K850470,K963906
K812473,K963906
K922066,K963915
K961620,K963916
K930007,K963916
K870740,K963918
K588504,K963919
K892799,K963920
K960713,K963920
K954205,K963925
K892126,K963932
K926384,K963932
K951094,K963935
K900598,K963935
K950279,K963936
K925883,K963940
K890450,K963940
K935265,K964419
K955612,K963947
K950019,K963947
K901588,K963948
K946055,K963963
K942616,K963964
K895317,K963964
K951635,K963974
K952895,K963970
K954630,K963973
K946228,K963973
K926272,K963976
K952825,K963987
K912638,K963987
K920208,K963989
K913746,K963989
K940804,K963989
K903625,K963989
K913941,K963989
K851141,K963989
K851684,K963993
K832363,K963993
K930351,K963994
K953228,K963994
K940667,K963995
K944415,K963999
K833564,K964006
K871962,K964006
K871963,K964006
K895439,K964007
K935481,K964007
K976400,K964007
K951657,K964007
K923277,K964008
K904226,K964009
K862019,K964010
K904174,K964012
K894459,K964021
K914523,K964021
K955348,K964024
K953915,K964024
K952786,K964029
K901621,K964040
K952351,K964040
K926406,K964040
K933468,K964040
K951973,K964041
K955270,K964041
K931440,K964046
K931843,K964057
K892223,K964062
K943997,K964062
K860894,K964062
K892223,K964065
K943997,K964065
K860894,K964065
K912702,K964066
K883663,K964070
K883541,K964074
K951034,K964074
K903883,K964074
K954905,K964074
K862589,K964083
K831005,K964087
K861766,K964094
K880282,K964094
K943895,K964100
K951809,K964100
K932843,K964100
K961591,K964100
K961923,K964112
K920358,K964113
K990171,K964113
K912524,K964113
K951067,K964115
K914227,K964119
K911292,K964119
K923993,K964119
K961262,K964119
K940396,K964119
K934116,K964121
K961296,K964121
K945494,K964121
K940396,K964121
K951373,K964124
K944046,K964124
K896050,K964124
K953095,K964124
K915237,K964124
K954013,K964128
K961748,K964128
K951577,K964131
K951574,K964131
K944735,K964132
K944523,K964137
K930518,K964137
K941705,K964137
K912891,K964137
K871268,K964137
K882517,K964137
K913118,K964137
K853349,K964138
K894052,K964139
K782155,K964141
K950742,K964618
K496415,K964150
K952319,K964155
K952319,K964156
K955132,K964161
K925670,K964165
K913993,K964172
K910199,K964172
K952459,K964172
K884948,K964172
K923567,K964172
K923931,K964172
K890464,K964179
K901889,K964187
K894628,K964187
K945464,K964187
K884331,K964190
K883930,K964190
K770429,K964193
K770430,K964194
K790565,K964198
K941166,K964199
K791498,K964200
K942594,K964214
K940667,K964216
K943385,K964223
K942184,K964223
K914351,K964223
K871046,K964229
K935456,K964229
K960714,K964229
K950387,K964239
K905341,K964243
K913949,K964243
K811002,K964243
K902264,K964243
K903261,K964243
K933989,K964244
K932269,K964244
K961270,K964248
K900935,K964250
K920936,K964251
K962902,K964253
K954013,K964253
K961748,K964253
K771123,K964256
K791341,K964257
K902484,K964260
K884597,K964260
K884276,K964260
K915535,K964263
K953032,K964263
K792507,K964270
K942264,K964274
K955184,K964274
K941979,K964274
K860137,K964282
K843048,K964289
K923540,K964289
K864520,K964289
K903322,K964289
K915494,K964305
K942604,K964306
K935009,K964309
K934041,K964309
K924082,K964318
K954255,K964318
K930892,K964324
K953877,K964324
K904436,K964324
K934183,K964324
K960026,K964330
K791736,K964334
K923843,K964334
K953637,K964336
K950306,K964342
K922627,K964342
K935137,K964342
K964799,K964354
K936032,K964352
K903606,K964352
K833403,K964357
K905781,K964357
K942330,K964357
K934159,K964357
K873815,K964357
K923734,K964357
K913060,K964357
K944209,K964357
K833404,K964357
K933203,K964357
K955033,K964357
K955739,K964357
K920955,K964357
K850793,K964357
K942406,K964357
K941617,K964357
K883825,K964363
K905540,K964363
K961626,K964363
K954572,K964363
K961915,K964363
K955835,K964364
K930982,K964367
K901721,K964367
K891688,K964367
K901337,K964367
K770431,K964374
K936023,K964375
K912494,K964375
K912404,K964375
K833994,K964541
K883696,K964390
K820297,K964391
K880103,K964393
K961036,K964405
K875195,K964405
K952979,K964408
K864318,K964408
K925402,K964408
K871748,K964408
K920627,K964408
K942248,K964408
K851172,K964409
